n_records,ollivier_idleness,ollivier_mean_max,ollivier_mean_mean,ollivier_mean_min,ollivier_mean_std,ollivier_near_zero_mass_max,ollivier_near_zero_mass_mean,ollivier_near_zero_mass_min,ollivier_near_zero_mass_std,ollivier_negative_mass_max,ollivier_negative_mass_mean,ollivier_negative_mass_min,ollivier_negative_mass_std,ollivier_positive_mass_max,ollivier_positive_mass_mean,ollivier_positive_mass_min,ollivier_positive_mass_std,source_file
220,0.0,-0.20575022461814893,-0.3391593356787774,-0.3687315634218289,0.017560085188037682,0.684931506849315,0.5282149184320075,0.425531914893617,0.042144047675929726,0.574468085106383,0.47178508156799254,0.3150684931506849,0.04214404767592972,0.0,0.0,0.0,0.0,reports/code_geometry_atlas_ollivier.csv
220,0.25,0.015625,-0.03485745737329937,-0.0672268907563025,0.014409100613542768,0.053763440860215055,0.010882541087147138,0.0,0.010416055891835538,0.574468085106383,0.47178508156799254,0.3150684931506849,0.04214404767592972,0.684931506849315,0.5173323773448604,0.40425531914893614,0.043833091433657684,reports/code_geometry_atlas_ollivier_a025.csv
220,0.5,0.03125000000000001,0.009150657727211148,0.000889679715302531,0.005231862616079027,0.37735849056603776,0.012970385194787102,0.0,0.027362712714759995,0.574468085106383,0.47178508156799254,0.3150684931506849,0.04214404767592972,0.684931506849315,0.5152445332372204,0.22641509433962265,0.04749942754947651,reports/code_geometry_atlas_ollivier_a050.csv
