baseline_kind,experiment_file,experiment_type,feature_set,geometry_weight,limit_per_task,map,map_std,markov_weight,method,mrr,mrr_std,recall@10,recall@10_std,sample_seed,scope,test_per_task,top1_accuracy,top1_accuracy_std,valid_records,validation_per_task
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w085.json,method_comparison,,0.15000000000000002,50,0.7445053528658211,,0.85,M4_markov_shape,0.9891320346320347,,0.1906864564007421,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w085.json,method_comparison,,0.15000000000000002,50,0.7492028334774513,,0.85,M4_markov_all,0.9895494337312518,,0.18968460111317254,,13,overall,,0.9854545454545455,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7418147799057162,,0.9,M2_transition_count_jsd,0.9874057584644096,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7536506153446386,,0.9,M4_markov_size_depth,0.9902683982683983,,0.19001855287569572,,13,overall,,0.9872727272727273,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7317128288238052,,0.9,M4_markov_branching,0.9888354978354978,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7418574031521271,,0.9,M4_markov_metric_distortion,0.9864904455813547,,0.18771799628942487,,13,overall,,0.98,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7474026404820511,,0.9,M4_markov_shape,0.9886462022825658,,0.190278293135436,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090.json,method_comparison,,0.09999999999999998,50,0.7509844745098473,,0.9,M4_markov_all,0.9894349862258954,,0.18979591836734694,,13,overall,,0.9854545454545455,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7418147799057162,,0.9,M2_transition_count_jsd,0.9874057584644096,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7681854912884073,,0.9,M4_markov_length_only,0.9929277389277389,,0.19024118738404452,,13,overall,,0.990909090909091,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7536506153446386,,0.9,M4_markov_size_depth,0.9902683982683983,,0.19001855287569572,,13,overall,,0.9872727272727273,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7317128288238052,,0.9,M4_markov_branching,0.9888354978354978,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7418574031521271,,0.9,M4_markov_metric_distortion,0.9864904455813547,,0.18771799628942487,,13,overall,,0.98,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7474026404820511,,0.9,M4_markov_shape,0.9886462022825658,,0.190278293135436,,13,overall,,0.9836363636363636,,550,
transition_count,dta_feature_ablation_transition_count_limit50_seed13_w090_length_control.json,method_comparison,,0.09999999999999998,50,0.7509844745098473,,0.9,M4_markov_all,0.9894349862258954,,0.18979591836734694,,13,overall,,0.9854545454545455,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.6596291897266658,,,flat_markov_jsd_divergence,0.9704915974509276,,0.1793692022263451,,13,overall,,0.96,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.6596291580245139,,,flat_markov_jsd_distance,0.9704915974509276,,0.1793692022263451,,13,overall,,0.96,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.7418147799057162,,,transition_count_jsd_divergence,0.9874057584644096,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.7418147799057162,,,transition_count_jsd_distance,0.9874057584644096,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.6447291747207219,,,rowwise_markov_jsd,0.973072064631275,,0.179443413729128,,13,overall,,0.9636363636363636,,550,
multiple,dta_markov_baselines_limit50_seed13.json,markov_baseline_audit,,,50,0.5000511050478471,,,ast_histogram_euclidean,0.931225720584417,,0.16211502782931356,,13,overall,,0.9,,550,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.6784322524876164,0.013392965876474906,0.85,M2_markov_jsd,0.9565264595034453,0.00895349442746453,0.40366826156299834,0.008101853593070982,,multiseed_mean,,0.9378787878787879,0.013033826162185813,660,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.7099509969788423,0.013273820986526403,0.85,M4_markov_all,0.9661207311354753,0.009844135529796832,0.42177033492822963,0.006525445788031507,,multiseed_mean,,0.9515151515151515,0.014050937114387452,660,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.6929211529493284,0.009556394980488263,0.85,M4_markov_branching,0.9587334193584195,0.002960800038533978,0.41610845295055815,0.005539825975425348,,multiseed_mean,,0.9378787878787879,0.0021427478217774043,660,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.689784509248288,0.010768981282303558,0.85,M4_markov_metric_distortion,0.9583600089424392,0.0025519878658419107,0.41156299840510363,0.00414519662467848,,multiseed_mean,,0.9393939393939394,0.009340021216619655,660,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.706729431557216,0.01335855109753774,0.85,M4_markov_shape,0.9651944784565761,0.010581219459986035,0.42177033492822963,0.006842272557930676,,multiseed_mean,,0.9484848484848484,0.01499923475244192,660,
flat_markov_jsd,dta_multiseed_ablation_limit20_w085.json,multiseed_ablation,,0.15000000000000002,20,0.7069619225491334,0.018117225029245298,0.85,M4_markov_size_depth,0.9632588352297198,0.008108834823016343,0.4186602870813397,0.009672490717739266,,multiseed_mean,,0.943939393939394,0.011930314960623972,660,
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.755815608439991,0.012104973349328708,0.9,M2_transition_count_jsd,0.9660822267792261,0.006091555473056711,0.44984051036682615,0.004070892828740098,,multiseed_mean,,0.9545454545454546,0.006428243465332265,660,
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.7640840940546957,0.013420249832489677,0.9,M4_markov_all,0.966852266052638,0.0043956573574584126,0.4516746411483253,0.008507691905704391,,multiseed_mean,,0.9545454545454545,0.006428243465332265,660,
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.7473458789889825,0.015332290922240204,0.9,M4_markov_branching,0.9688590267075824,0.006267918201919803,0.4456140350877193,0.005861108397133306,,multiseed_mean,,0.9575757575757575,0.005669177858748413,660,
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.7545086470813422,0.010362970855420138,0.9,M4_markov_metric_distortion,0.9665559918685176,0.004679452343897732,0.44537480063795853,0.009070600444533405,,multiseed_mean,,0.956060606060606,0.005669177858748403,660,
