baseline_kind,experiment_file,experiment_type,feature_set,geometry_weight,limit_per_task,map,map_std,markov_weight,method,mrr,mrr_std,recall@10,recall@10_std,sample_seed,scope,test_per_task,top1_accuracy,top1_accuracy_std,valid_records,validation_per_task
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.7617720098446331,0.015254793142059506,0.9,M4_markov_shape,0.965987338154415,0.00478852526527039,0.45287081339712915,0.007522265609744389,,multiseed_mean,,0.9530303030303031,0.005669177858748413,660,
transition_count,dta_multiseed_ablation_transition_count_limit20_w090.json,multiseed_ablation,,0.09999999999999998,20,0.7678762865845955,0.014099789831287856,0.9,M4_markov_size_depth,0.9676448102905609,0.002839368762627272,0.4525518341307815,0.008917881058337648,,multiseed_mean,,0.956060606060606,0.0021427478217774043,660,
flat_markov_jsd,dta_retrieval_limit10_w08.json,method_comparison,,0.19999999999999996,10,0.7131670925394551,,0.8,M2_markov_jsd,0.935435606060606,,0.6686868686868687,,,overall,,0.8909090909090909,,110,
flat_markov_jsd,dta_retrieval_limit10_w08.json,method_comparison,,0.19999999999999996,10,0.4179015903482005,,0.8,M3_geometry_only,0.6777432856356528,,0.40606060606060607,,,overall,,0.5454545454545454,,110,
flat_markov_jsd,dta_retrieval_limit10_w08.json,method_comparison,,0.19999999999999996,10,0.7503971273474039,,0.8,M4_markov_geometry,0.9426354453627181,,0.705050505050505,,,overall,,0.9090909090909091,,110,
flat_markov_jsd,dta_retrieval_limit20_w08.json,method_comparison,,0.19999999999999996,20,0.6997282905587795,,0.8,M2_markov_jsd,0.9472450309547084,,0.4064593301435407,,,overall,,0.9181818181818182,,220,
flat_markov_jsd,dta_retrieval_limit20_w08.json,method_comparison,,0.19999999999999996,20,0.38673743346430256,,0.8,M3_geometry_only,0.7159545493032641,,0.22966507177033493,,,overall,,0.6090909090909091,,220,
flat_markov_jsd,dta_retrieval_limit20_w08.json,method_comparison,,0.19999999999999996,20,0.7414512745795231,,0.8,M4_markov_geometry,0.9572320768662232,,0.4303827751196172,,,overall,,0.9318181818181818,,220,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7131670925394551,,,weight_1.0,0.935435606060606,,0.6686868686868687,,,overall,,0.8909090909090909,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7290944310599583,,,weight_0.95,0.9541013584117032,,0.6868686868686869,,,overall,,0.9272727272727272,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7397848442630535,,,weight_0.9,0.9556526806526807,,0.695959595959596,,,overall,,0.9272727272727272,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7486659888544785,,,weight_0.85,0.9492011019283746,,0.707070707070707,,,overall,,0.9181818181818182,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7503971273474039,,,weight_0.8,0.9426354453627181,,0.705050505050505,,,overall,,0.9090909090909091,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7487886908482895,,,weight_0.75,0.9359469696969697,,0.696969696969697,,,overall,,0.9,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7436381933787373,,,weight_0.7,0.9358691813237268,,0.694949494949495,,,overall,,0.9,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.7164226986287058,,,weight_0.6,0.9164646464646465,,0.6676767676767676,,,overall,,0.8727272727272727,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.6808860901888044,,,weight_0.5,0.9024104683195592,,0.6242424242424243,,,overall,,0.8545454545454545,,110,
flat_markov_jsd,dta_weight_sweep_limit10.json,weight_sweep,,,10,0.4179015903482005,,,weight_0.0,0.6777432856356528,,0.40606060606060607,,,overall,,0.5454545454545454,,110,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.6997282905587795,,,weight_1.0,0.9472450309547084,,0.4064593301435407,,,overall,,0.9181818181818182,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7172887741866705,,,weight_0.95,0.9512695133149678,,0.416267942583732,,,overall,,0.9227272727272727,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7296318635653433,,,weight_0.9,0.9624106449106449,,0.4220095693779904,,,overall,,0.9409090909090909,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7384905914611322,,,weight_0.85,0.9593055555555555,,0.4282296650717703,,,overall,,0.9363636363636364,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7414512745795231,,,weight_0.8,0.9572320768662232,,0.4303827751196172,,,overall,,0.9318181818181818,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7388436291718133,,,weight_0.75,0.9561225895316804,,0.42751196172248807,,,overall,,0.9318181818181818,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7323154829418481,,,weight_0.7,0.9413886113886114,,0.4251196172248804,,,overall,,0.9090909090909091,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.7081293671649065,,,weight_0.6,0.9416461608566872,,0.41124401913875597,,,overall,,0.9136363636363637,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.669733970089406,,,weight_0.5,0.9241230991230991,,0.3906698564593301,,,overall,,0.8863636363636364,,220,
flat_markov_jsd,dta_weight_sweep_limit20.json,weight_sweep,,,20,0.38673743346430256,,,weight_0.0,0.7159545493032641,,0.22966507177033493,,,overall,,0.6090909090909091,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.6903437730830707,,,weight_1.0,0.9562051058296117,,0.4145933014354067,,13,overall,,0.9363636363636364,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.7055786659423727,,,weight_0.95,0.9631737832874196,,0.4258373205741626,,13,overall,,0.9454545454545454,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.7152001980812246,,,weight_0.9,0.9634902597402598,,0.43014354066985644,,13,overall,,0.95,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.7191437976214834,,,weight_0.85,0.9658694083694084,,0.4282296650717703,,13,overall,,0.9545454545454546,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.71767498627451,,,weight_0.8,0.965520619731146,,0.42751196172248807,,13,overall,,0.9545454545454546,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.7107353906927627,,,weight_0.75,0.9652066115702479,,0.42344497607655496,,13,overall,,0.9545454545454546,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.698604460150633,,,weight_0.7,0.9576652892561983,,0.4155502392344497,,13,overall,,0.9409090909090909,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.6642716634160042,,,weight_0.6,0.9397433666811658,,0.3959330143540669,,13,overall,,0.9090909090909091,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.6175914624675967,,,weight_0.5,0.9289637445887445,,0.3729665071770335,,13,overall,,0.8954545454545455,,220,
flat_markov_jsd,dta_weight_sweep_limit20_seed13.json,weight_sweep,,,20,0.3144249456018556,,,weight_0.0,0.6345685848170769,,0.1832535885167464,,13,overall,,0.5,,220,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7418147799057162,,,weight_1.0,0.9874057584644096,,0.1886456400742115,,13,overall,,0.9836363636363636,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7434515025307419,,,weight_0.99,0.9878771190930282,,0.18912801484230055,,13,overall,,0.9836363636363636,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7449423653295363,,,weight_0.98,0.9879834710743801,,0.18927643784786644,,13,overall,,0.9836363636363636,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7461250933160909,,,weight_0.97,0.988005762958741,,0.18949907235621521,,13,overall,,0.9836363636363636,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.74843144094115,,,weight_0.95,0.9889271940181033,,0.18972170686456402,,13,overall,,0.9854545454545455,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7509844745098473,,,weight_0.9,0.9894349862258954,,0.18979591836734694,,13,overall,,0.9854545454545455,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7492028334774513,,,weight_0.85,0.9895494337312518,,0.18968460111317254,,13,overall,,0.9854545454545455,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7439299757914618,,,weight_0.8,0.9907961432506888,,0.18894248608534323,,13,overall,,0.9872727272727273,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7348763507642275,,,weight_0.75,0.9898684210526316,,0.18827458256029686,,13,overall,,0.9854545454545455,,550,
transition_count,dta_weight_sweep_transition_count_limit50_seed13.json,weight_sweep,,,50,0.7220676810209884,,,weight_0.7,0.9861190476190477,,0.18693877551020407,,13,overall,,0.9781818181818182,,550,
