beta_0,beta_1,beta_2,covariate_r_squared,covariates,eta_squared_task_residual,metric,n,n_tasks,residual_std
1.1345318450435715,0.0007125284673489881,-0.22985541230788203,0.720895230573276,"node_count,ball_size_mean_r3",0.11474975440470703,forman_mean,220,11,0.39106017667049364
0.7350401472658553,-0.00012070118525529863,0.0028085433599589196,0.04026464752187875,"node_count,ball_size_mean_r3",0.5495780349429424,forman_negative_mass,220,11,0.06567623028701058
0.21807098214937282,0.00011250564050028559,-0.003204202526961755,0.0706766854576123,"node_count,ball_size_mean_r3",0.34186283730673894,forman_positive_mass,220,11,0.04432677521235578
-0.32845342849470044,-5.429930869289035e-05,-0.0001192070354046958,0.21547677655163655,"node_count,ball_size_mean_r3",0.28573401888931027,ollivier_mean,220,11,0.015553549671352427
0.5354170339549291,0.00014486519299416385,-0.006611078397548016,0.1568026732560739,"node_count,ball_size_mean_r3",0.3808549357153209,ollivier_negative_mass,220,11,0.03869909911326246
0.4645829660449319,-0.00014486519299429008,0.006611078397559718,0.1568026732560739,"node_count,ball_size_mean_r3",0.3808549357152212,ollivier_near_zero_mass,220,11,0.03869909911326247
