baseline_kind,ci95_high,ci95_low,comparison,delta_max,delta_min,delta_std,experiment_file,experiment_type,feature_set,geometry_weight,limit_per_task,markov_weight,mean_delta,metric,p_one_sided,sample_seed,scope,test_per_task,valid_records,validation_per_task
transition_count,0.012727272727272728,0.0,candidate_all_minus_baseline,,,,dta_confirmatory_feature_sweep_transition_count_v20_t50_seed303.json,confirmatory_feature_sweep,all,,,,0.005454545454545455,top1_accuracy,0.1239752049590082,303,test,50,550,20
transition_count,0.006918065336633393,0.0005210015210015208,candidate_all_minus_baseline,,,,dta_confirmatory_feature_sweep_transition_count_v20_t50_seed303.json,confirmatory_feature_sweep,all,,,,0.0033999086091926374,mrr,0.016196760647870425,303,test,50,550,20
transition_count,0.011802567405043473,0.005764353112421101,candidate_all_minus_baseline,,,,dta_confirmatory_feature_sweep_transition_count_v20_t50_seed303.json,confirmatory_feature_sweep,all,,,,0.008741742368841144,map,0.0001999600079984003,303,test,50,550,20
transition_count,0.0023376623376623372,0.0006307977736549164,candidate_all_minus_baseline,,,,dta_confirmatory_feature_sweep_transition_count_v20_t50_seed303.json,confirmatory_feature_sweep,all,,,,0.001447124304267161,recall@10,0.0013997200559888023,303,test,50,550,20
transition_count,0.0,-0.005454545454545455,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_size_depth,,,,-0.0018181818181818182,top1_accuracy,1.0,101,test,50,550,20
transition_count,2.584480196420493e-06,-0.0027272727272727275,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_size_depth,,,,-0.000907985342600347,mrr,1.0,101,test,50,550,20
transition_count,0.000258261085461367,-0.0007734178742430635,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_size_depth,,,,-0.0002650554156406736,map,1.0,101,test,50,550,20
transition_count,0.00014842300556586248,-0.0007421150278293138,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_size_depth,,,,-0.0002968460111317256,recall@10,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_branching,,,,0.0,top1_accuracy,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_branching,,,,0.0,mrr,1.0,101,test,50,550,20
transition_count,0.0,-6.839769841746815e-08,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_branching,,,,-2.2799232805822716e-08,map,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_branching,,,,0.0,recall@10,1.0,101,test,50,550,20
transition_count,0.005454545454545455,0.0,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_metric_distortion,,,,0.0018181818181818182,top1_accuracy,0.4953009398120376,101,test,50,550,20
transition_count,0.0036356900218443566,-3.5036782952794266e-07,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_metric_distortion,,,,0.0013631243724619596,mrr,0.09598080383923216,101,test,50,550,20
transition_count,0.0014022229269288519,-0.0014269687424815218,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_metric_distortion,,,,-3.7478385783491143e-06,map,1.0,101,test,50,550,20
transition_count,0.00037105751391465697,-0.000593692022263451,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_metric_distortion,,,,-0.000111317254174397,recall@10,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_shape,,,,0.0,top1_accuracy,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_shape,,,,0.0,mrr,1.0,101,test,50,550,20
transition_count,0.0,-6.839769841746815e-08,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_shape,,,,-2.2799232805822716e-08,map,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_shape,,,,0.0,recall@10,1.0,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_all_nonlength_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_all_nonlength,,,,0.0,top1_accuracy,1.0,101,test,50,550,20
transition_count,1.252478864419166e-06,0.0,candidate_residual_all_nonlength_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_all_nonlength,,,,4.174929548063887e-07,mrr,0.4979004199160168,101,test,50,550,20
transition_count,0.0006607409086782612,3.431064686675445e-05,candidate_residual_all_nonlength_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_all_nonlength,,,,0.00034379832079315596,map,0.016796640671865627,101,test,50,550,20
transition_count,0.0004823747680890537,-0.00022263450834879409,candidate_residual_all_nonlength_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed101.json,confirmatory_residual_sweep,residual_all_nonlength,,,,0.00014842300556586267,recall@10,0.2509498100379924,101,test,50,550,20
transition_count,0.0,0.0,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_size_depth,,,,0.0,top1_accuracy,1.0,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_size_depth,,,,0.0,mrr,1.0,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_size_depth,,,,0.0,map,1.0,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_size_depth_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_size_depth,,,,0.0,recall@10,1.0,202,test,50,550,20
transition_count,0.0,-0.005454545454545455,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_branching,,,,-0.0018181818181818182,top1_accuracy,1.0,202,test,50,550,20
transition_count,0.0005170867290164707,-0.002828763792761189,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_branching,,,,-0.000729295919474662,mrr,1.0,202,test,50,550,20
transition_count,2.2370765400016036e-05,-0.0008721344832053538,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_branching,,,,-0.00043351048162508466,map,1.0,202,test,50,550,20
transition_count,0.00033395176252319094,-0.00048237476808905393,candidate_residual_branching_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_branching,,,,-7.421150278293147e-05,recall@10,1.0,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_metric_distortion,,,,0.0,top1_accuracy,1.0,202,test,50,550,20
transition_count,0.0005392274331845826,-0.0006705056854050664,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_metric_distortion,,,,-6.547860246774485e-05,mrr,1.0,202,test,50,550,20
transition_count,0.004218164861358384,0.0020748796639186258,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_metric_distortion,,,,0.0031272597647986652,map,0.0001999600079984003,202,test,50,550,20
transition_count,0.0011873840445269018,0.0002226345083487942,candidate_residual_metric_distortion_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_metric_distortion,,,,0.0007050092764378479,recall@10,0.0021995600879824036,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_shape,,,,0.0,top1_accuracy,1.0,202,test,50,550,20
transition_count,0.0,0.0,candidate_residual_shape_minus_baseline,,,,dta_confirmatory_residual_sweep_transition_count_v20_t50_seed202.json,confirmatory_residual_sweep,residual_shape,,,,0.0,mrr,1.0,202,test,50,550,20
