ball_size_mean_r1,ball_size_mean_r2,ball_size_mean_r3,ball_size_std_r1,ball_size_std_r2,ball_size_std_r3,edge_count,forman_count,forman_mean,forman_near_zero_mass,forman_negative_mass,forman_positive_mass,forman_q05,forman_q50,forman_q95,forman_std,node_count,record_id,row_index,source_file,task_id,view
2.9865771812080535,6.597315436241611,12.476510067114093,1.2848449475890367,3.4328055387602325,6.261187455849027,148,148,-1.635135135135135,0.013513513513513514,0.8040540540540541,0.18243243243243243,-4.0,-1.0,1.0,1.8641302901072263,149,task-00:10,10,task-00.csv,0,ast
2.9743589743589745,6.589743589743589,11.974358974358974,1.3006345490228102,3.0103918197823942,4.695809258166917,77,77,-1.6623376623376624,0.0,0.8701298701298701,0.12987012987012986,-4.0,-1.0,1.0,1.600408954314203,78,task-00:11,11,task-00.csv,0,ast
2.973333333333333,6.413333333333333,11.586666666666666,1.232594373218087,3.0070731432555626,5.296774699968107,74,74,-1.4864864864864864,0.04054054054054054,0.8243243243243243,0.13513513513513514,-4.0,-1.0,1.0,1.578942883132814,75,task-00:12,12,task-00.csv,0,ast
2.9903846153846154,6.855769230769231,13.51923076923077,1.3762769756155435,4.12874135512444,8.858916378896689,207,207,-1.8840579710144927,0.014492753623188406,0.8260869565217391,0.15942028985507245,-7.4999999999999964,-1.0,1.0,2.4526603827601368,208,task-00:13,13,task-00.csv,0,ast
2.9895287958115184,6.706806282722513,13.178010471204189,1.3223393866021245,4.003650920125568,8.635112675054398,190,190,-1.736842105263158,0.02631578947368421,0.7894736842105263,0.18421052631578946,-6.199999999999996,-1.0,1.0,2.3247434553008186,191,task-00:14,14,task-00.csv,0,ast
2.971014492753623,6.36231884057971,11.579710144927537,1.2154919621021307,3.0879429600346637,5.223707931504708,68,68,-1.4411764705882353,0.029411764705882353,0.7794117647058824,0.19117647058823528,-4.0,-1.0,1.0,1.648371325788477,69,task-00:15,15,task-00.csv,0,ast
2.973684210526316,6.342105263157895,11.473684210526315,1.202778408634362,3.0111749393277463,5.179599873315064,75,75,-1.4133333333333333,0.05333333333333334,0.7866666666666666,0.16,-4.0,-1.0,1.0,1.6007775888264082,76,task-00:16,16,task-00.csv,0,ast
2.9849624060150375,6.548872180451128,11.962406015037594,1.2683833912339442,3.081514531967979,5.433682221272084,132,132,-1.5909090909090908,0.03787878787878788,0.8409090909090909,0.12121212121212122,-4.0,-1.0,1.0,1.5713078197676005,133,task-00:17,17,task-00.csv,0,ast
2.9884393063583814,6.526011560693641,12.202312138728324,1.253842368730073,3.3289177431872377,6.04985027051356,172,172,-1.558139534883721,0.03488372093023256,0.7848837209302325,0.18023255813953487,-4.0,-1.0,1.0,1.8082797373296513,173,task-00:18,18,task-00.csv,0,ast
2.9893048128342246,6.647058823529412,12.62566844919786,1.2998942976888552,3.649559260147893,7.425133208421337,186,186,-1.6774193548387097,0.026881720430107527,0.8064516129032258,0.16666666666666666,-4.0,-1.0,1.0,2.0643481114426385,187,task-00:19,19,task-00.csv,0,ast
