ball_size_mean_r3_max,ball_size_mean_r3_mean,ball_size_mean_r3_min,ball_size_mean_r3_std,forman_mean_max,forman_mean_mean,forman_mean_min,forman_mean_std,forman_negative_mass_max,forman_negative_mass_mean,forman_negative_mass_min,forman_negative_mass_std,forman_positive_mass_max,forman_positive_mass_mean,forman_positive_mass_min,forman_positive_mass_std,n,node_count_max,node_count_mean,node_count_min,node_count_std,ollivier_mean_max,ollivier_mean_mean,ollivier_mean_min,ollivier_mean_std,ollivier_near_zero_mass_max,ollivier_near_zero_mass_mean,ollivier_near_zero_mass_min,ollivier_near_zero_mass_std,ollivier_negative_mass_max,ollivier_negative_mass_mean,ollivier_negative_mass_min,ollivier_negative_mass_std,task_id
13.51923076923077,12.101866342959788,11.21951219512195,0.5700769801419999,-1.382716049382716,-1.585087988305518,-1.8840579710144927,0.11386592667543004,0.8701298701298701,0.8101542431881379,0.7410071942446043,0.029474202972589687,0.2158273381294964,0.15657629138760065,0.1111111111111111,0.024980453100406644,20,208.0,122.15,55.0,46.11645584821106,-0.32207207207207206,-0.33661845818461467,-0.3508771929824562,0.009771645664094528,0.5925925925925926,0.5574990973247786,0.5179856115107914,0.017083911414700035,0.48201438848920863,0.4425009026752214,0.4074074074074074,0.017083911414700028,0
12.392265193370166,11.65496529002176,11.257142857142858,0.35251830376982746,-1.4193548387096775,-1.5727948695982272,-1.8082191780821917,0.09327547765617605,0.8835616438356164,0.8311007436406934,0.7666666666666667,0.03026349372070749,0.2064516129032258,0.1478646248788323,0.1095890410958904,0.020913729921774996,20,181.0,116.05,70.0,38.282469878522726,-0.3125,-0.3251143886034627,-0.3435185185185185,0.009209617765668648,0.589041095890411,0.5527806520054802,0.5032258064516129,0.01697634707068011,0.4967741935483871,0.4472193479945198,0.410958904109589,0.016976347070680103,1
13.587301587301587,12.665661370444399,12.081632653061224,0.37798816943682784,-1.5157894736842106,-1.621515151908343,-1.7514124293785311,0.06385590618532203,0.8125,0.7687443713959157,0.7157894736842105,0.027729382157323443,0.256,0.1969508029166605,0.15178571428571427,0.023219857953708355,20,178.0,116.25,83.0,22.333550993964217,-0.3410774410774411,-0.35027933477753803,-0.36186666666666667,0.005632093542399792,0.5803571428571429,0.5484612515289917,0.496,0.02192893604971725,0.504,0.45153874847100833,0.41964285714285715,0.02192893604971725,2
11.782608695652174,10.866059816926086,10.44186046511628,0.33884600986132546,-1.1388888888888888,-1.2980088141434638,-1.5,0.09555175279929097,0.8431372549019608,0.7591157004175638,0.6944444444444444,0.03702671716652257,0.22972972972972974,0.1873848742381408,0.14634146341463414,0.025175419982226048,20,80.0,61.1,42.0,10.285426583277914,-0.30487804878048774,-0.3185868683153219,-0.3333333333333333,0.006558065869605336,0.5555555555555556,0.5190466384599788,0.4722222222222222,0.023980864149016512,0.5277777777777778,0.4809533615400213,0.4444444444444444,0.0239808641490165,3
14.152777777777779,12.154737423746317,11.660869565217391,0.49141051558990323,-1.3968253968253967,-1.515193761239378,-1.7202797202797202,0.0774636453641194,0.8055555555555556,0.7523150661090978,0.6825396825396826,0.03122563154760196,0.2698412698412698,0.2055512980575384,0.1527777777777778,0.028271973888589003,20,144.0,89.9,43.0,23.119039772447298,-0.3333333333333333,-0.3417583612052603,-0.35547785547785543,0.004659238874340794,0.5714285714285714,0.5342221310060871,0.5,0.02020598067600178,0.5,0.46577786899391294,0.42857142857142855,0.02020598067600178,4
16.296296296296298,12.95400076575099,11.643478260869566,1.4071669830013722,-1.1754385964912282,-2.075815351893166,-7.660377358490566,1.3869258745944466,0.91324200913242,0.7854460212535733,0.6722689075630253,0.06330821615377777,0.31932773109243695,0.1916974575562224,0.06944444444444445,0.06316326118422885,20,250.0,152.25,54.0,52.78340174714017,-0.20575022461814893,-0.32982586989826457,-0.3585434173669468,0.03326869036719167,0.684931506849315,0.5458069956076075,0.42857142857142855,0.064590905442798,0.5714285714285714,0.4541930043923926,0.3150684931506849,0.064590905442798,5
20.788546255506606,13.711072189887153,11.121212121212121,2.1582929337644203,-1.5,-1.9634563671517156,-3.2389380530973453,0.399645595685389,0.84375,0.7786534373922952,0.7117117117117117,0.03844653209461765,0.2743362831858407,0.212830695839573,0.125,0.03492217237873778,20,227.0,102.4,33.0,40.334104675819944,-0.3020833333333333,-0.3449949458945196,-0.3687315634218289,0.013267074362153776,0.59375,0.5301118134126463,0.4823008849557522,0.02488138867264632,0.5176991150442478,0.46988818658735365,0.40625,0.024881388672646332,6
13.894409937888199,11.685528405084805,9.8,1.005849097008362,-0.8823529411764706,-1.3178986881887647,-1.6788321167883211,0.19866899151650722,0.7420924574209246,0.6458282283458434,0.6,0.031807674843257146,0.3235294117647059,0.23031197081560414,0.14423076923076922,0.04928590445856385,20,412.0,123.3,35.0,81.75273695724199,-0.31372549019607837,-0.337849503845059,-0.35738636363636356,0.011564417818693284,0.5192307692307693,0.4744887656566905,0.425531914893617,0.023447276946032335,0.574468085106383,0.5255112343433095,0.4807692307692308,0.023447276946032332,7
23.236686390532544,15.786959469687389,12.322751322751323,3.763569515566631,-1.351063829787234,-2.2188820284917403,-4.229508196721311,0.7980232351636913,0.7919463087248322,0.7059669611686534,0.553030303030303,0.09125007388626087,0.2803030303030303,0.15634698878834874,0.11475409836065574,0.04782470263775565,20,244.0,165.95,123.0,25.458741131485667,-0.31436377829820444,-0.3399193331248199,-0.36489898989898983,0.01778687844257166,0.5901639344262295,0.548008187680037,0.45454545454545453,0.04521676814093028,0.5454545454545454,0.45199181231996305,0.4098360655737705,0.04521676814093025,8
15.935211267605634,13.040281094898443,11.755102040816327,1.0489834458926384,-1.372013651877133,-1.6087920148168613,-2.073446327683616,0.19623616516066125,0.7909407665505227,0.7057585545379397,0.6586666666666666,0.03146231990467055,0.27466666666666667,0.23338205913636162,0.17421602787456447,0.023385235819045787,20,461.0,272.25,123.0,92.9574499435091,-0.3330565805658056,-0.3489560420118822,-0.3620165145588874,0.006973376648322932,0.5365853658536586,0.475527342194927,0.4266666666666667,0.024840878591123154,0.5733333333333334,0.524472657805073,0.4634146341463415,0.02484087859112315,9
